Geno,Loc,Year,Env,Block,y
G25,Loc08,Year3,Loc08_Year3,Blk2,15.45482327
G25,Loc08,Year3,Loc08_Year3,Blk3,12.71910213
G25,Loc08,Year4,Loc08_Year4,Blk1,10.77940706
G25,Loc08,Year4,Loc08_Year4,Blk2,14.86052359
G25,Loc08,Year4,Loc08_Year4,Blk3,12.44113211
G25,Loc08,Year5,Loc08_Year5,Blk1,13.3677141
G25,Loc08,Year5,Loc08_Year5,Blk2,12.22491784
G25,Loc08,Year5,Loc08_Year5,Blk3,17.63790589
G26,Loc08,Year1,Loc08_Year1,Blk1,15.5971431
G26,Loc08,Year1,Loc08_Year1,Blk2,12.98247794
G26,Loc08,Year1,Loc08_Year1,Blk3,16.46234901
G26,Loc08,Year2,Loc08_Year2,Blk1,15.83613683
G26,Loc08,Year2,Loc08_Year2,Blk2,15.53049789
G26,Loc08,Year2,Loc08_Year2,Blk3,13.39405024
G26,Loc08,Year3,Loc08_Year3,Blk1,16.02563854
G26,Loc08,Year3,Loc08_Year3,Blk2,13.21675423
G26,Loc08,Year3,Loc08_Year3,Blk3,13.08628649
G26,Loc08,Year4,Loc08_Year4,Blk1,12.30575411
G26,Loc08,Year4,Loc08_Year4,Blk2,13.79507082
G26,Loc08,Year4,Loc08_Year4,Blk3,14.11985547
G26,Loc08,Year5,Loc08_Year5,Blk1,14.07882076
G26,Loc08,Year5,Loc08_Year5,Blk2,10.32649165
G26,Loc08,Year5,Loc08_Year5,Blk3,16.32276126
G27,Loc08,Year1,Loc08_Year1,Blk1,14.37319992
G27,Loc08,Year1,Loc08_Year1,Blk2,18.30400433
G27,Loc08,Year1,Loc08_Year1,Blk3,12.64156272
G27,Loc08,Year2,Loc08_Year2,Blk1,15.87718531
G27,Loc08,Year2,Loc08_Year2,Blk2,15.21212307
G27,Loc08,Year2,Loc08_Year2,Blk3,15.5398421
G27,Loc08,Year3,Loc08_Year3,Blk1,7.92803455
G27,Loc08,Year3,Loc08_Year3,Blk2,12.22416886
G27,Loc08,Year3,Loc08_Year3,Blk3,11.9768489
G27,Loc08,Year4,Loc08_Year4,Blk1,15.48175166
G27,Loc08,Year4,Loc08_Year4,Blk2,11.43256086
G27,Loc08,Year4,Loc08_Year4,Blk3,13.19514161
G27,Loc08,Year5,Loc08_Year5,Blk1,15.06630984
G27,Loc08,Year5,Loc08_Year5,Blk2,11.19513924
G27,Loc08,Year5,Loc08_Year5,Blk3,13.25672306
G28,Loc08,Year1,Loc08_Year1,Blk1,12.07163934
G28,Loc08,Year1,Loc08_Year1,Blk2,11.15974506
G28,Loc08,Year1,Loc08_Year1,Blk3,15.80966903
G28,Loc08,Year2,Loc08_Year2,Blk1,13.11927602
G28,Loc08,Year2,Loc08_Year2,Blk2,15.10092701
G28,Loc08,Year2,Loc08_Year2,Blk3,13.56394107
G28,Loc08,Year3,Loc08_Year3,Blk1,16.06386197
G28,Loc08,Year3,Loc08_Year3,Blk2,13.91722516
G28,Loc08,Year3,Loc08_Year3,Blk3,14.77746051
G28,Loc08,Year4,Loc08_Year4,Blk1,13.37318259
G28,Loc08,Year4,Loc08_Year4,Blk2,13.98122775
G28,Loc08,Year4,Loc08_Year4,Blk3,18.35419994
G28,Loc08,Year5,Loc08_Year5,Blk1,9.824102473
G28,Loc08,Year5,Loc08_Year5,Blk2,14.35270229
G28,Loc08,Year5,Loc08_Year5,Blk3,13.40455476
G29,Loc08,Year1,Loc08_Year1,Blk1,11.70533575
G29,Loc08,Year1,Loc08_Year1,Blk2,12.14151878
G29,Loc08,Year1,Loc08_Year1,Blk3,14.4076992
G29,Loc08,Year2,Loc08_Year2,Blk1,18.50567399
G29,Loc08,Year2,Loc08_Year2,Blk2,12.01330177
G29,Loc08,Year2,Loc08_Year2,Blk3,15.28135394
G29,Loc08,Year3,Loc08_Year3,Blk1,14.41553861
G29,Loc08,Year3,Loc08_Year3,Blk2,11.60320658
G29,Loc08,Year3,Loc08_Year3,Blk3,12.99125605
G29,Loc08,Year4,Loc08_Year4,Blk1,16.46187123
G29,Loc08,Year4,Loc08_Year4,Blk2,14.80290347
G29,Loc08,Year4,Loc08_Year4,Blk3,15.41749206
G29,Loc08,Year5,Loc08_Year5,Blk1,14.1273775
G29,Loc08,Year5,Loc08_Year5,Blk2,11.75273104
G29,Loc08,Year5,Loc08_Year5,Blk3,13.68574979
G30,Loc08,Year1,Loc08_Year1,Blk1,15.7194652
G30,Loc08,Year1,Loc08_Year1,Blk2,15.39069708
G30,Loc08,Year1,Loc08_Year1,Blk3,16.05572523
G30,Loc08,Year2,Loc08_Year2,Blk1,13.90801431
G30,Loc08,Year2,Loc08_Year2,Blk2,11.77949167
G30,Loc08,Year2,Loc08_Year2,Blk3,11.89581353
G30,Loc08,Year3,Loc08_Year3,Blk1,15.29236246
G30,Loc08,Year3,Loc08_Year3,Blk2,14.30509398
G30,Loc08,Year3,Loc08_Year3,Blk3,13.43147521
G30,Loc08,Year4,Loc08_Year4,Blk1,11.03121945
G30,Loc08,Year4,Loc08_Year4,Blk2,11.86978195
G30,Loc08,Year4,Loc08_Year4,Blk3,14.93335868
G30,Loc08,Year5,Loc08_Year5,Blk1,14.17602039
G30,Loc08,Year5,Loc08_Year5,Blk2,12.57054069
G30,Loc08,Year5,Loc08_Year5,Blk3,13.86592471
G01,Loc09,Year1,Loc09_Year1,Blk1,11.46709874
G01,Loc09,Year1,Loc09_Year1,Blk2,14.89015058
G01,Loc09,Year1,Loc09_Year1,Blk3,10.85340516
G01,Loc09,Year2,Loc09_Year2,Blk1,16.15487223
G01,Loc09,Year2,Loc09_Year2,Blk2,10.70458184
G01,Loc09,Year2,Loc09_Year2,Blk3,12.73659152
G01,Loc09,Year3,Loc09_Year3,Blk1,14.95119518
G01,Loc09,Year3,Loc09_Year3,Blk2,9.470816893
G01,Loc09,Year3,Loc09_Year3,Blk3,9.722164057
G01,Loc09,Year4,Loc09_Year4,Blk1,9.24091701
G01,Loc09,Year4,Loc09_Year4,Blk2,11.24748903
G01,Loc09,Year4,Loc09_Year4,Blk3,8.839844509
G01,Loc09,Year5,Loc09_Year5,Blk1,14.22561603
G01,Loc09,Year5,Loc09_Year5,Blk2,8.001551559
G01,Loc09,Year5,Loc09_Year5,Blk3,11.81477782
G02,Loc09,Year1,Loc09_Year1,Blk1,10.07862408
G02,Loc09,Year1,Loc09_Year1,Blk2,13.1156195
G02,Loc09,Year1,Loc09_Year1,Blk3,8.293840689
G02,Loc09,Year2,Loc09_Year2,Blk1,13.85126549
G02,Loc09,Year2,Loc09_Year2,Blk2,11.37175826
G02,Loc09,Year2,Loc09_Year2,Blk3,17.97226977
G02,Loc09,Year3,Loc09_Year3,Blk1,12.36582033
G02,Loc09,Year3,Loc09_Year3,Blk2,13.6901353
G02,Loc09,Year3,Loc09_Year3,Blk3,8.328879681
G02,Loc09,Year4,Loc09_Year4,Blk1,10.85340364
G02,Loc09,Year4,Loc09_Year4,Blk2,9.490750145
G02,Loc09,Year4,Loc09_Year4,Blk3,9.091815257
G02,Loc09,Year5,Loc09_Year5,Blk1,10.9565035
G02,Loc09,Year5,Loc09_Year5,Blk2,14.11875104
G02,Loc09,Year5,Loc09_Year5,Blk3,10.14276965
G03,Loc09,Year1,Loc09_Year1,Blk1,10.02023902
G03,Loc09,Year1,Loc09_Year1,Blk2,12.2228774
G03,Loc09,Year1,Loc09_Year1,Blk3,10.82956183
G03,Loc09,Year2,Loc09_Year2,Blk1,13.75641881
G03,Loc09,Year2,Loc09_Year2,Blk2,14.15257073
G03,Loc09,Year2,Loc09_Year2,Blk3,14.58920695
G03,Loc09,Year3,Loc09_Year3,Blk1,11.25600156
G03,Loc09,Year3,Loc09_Year3,Blk2,10.00347394
G03,Loc09,Year3,Loc09_Year3,Blk3,5.779711358
G03,Loc09,Year4,Loc09_Year4,Blk1,8.95273294
G03,Loc09,Year4,Loc09_Year4,Blk2,7.593873607
G03,Loc09,Year4,Loc09_Year4,Blk3,8.842832422
G03,Loc09,Year5,Loc09_Year5,Blk1,10.15537218
G03,Loc09,Year5,Loc09_Year5,Blk2,13.09053732
G03,Loc09,Year5,Loc09_Year5,Blk3,12.72399093
G04,Loc09,Year1,Loc09_Year1,Blk1,11.3419047
G04,Loc09,Year1,Loc09_Year1,Blk2,14.60693241
G04,Loc09,Year1,Loc09_Year1,Blk3,13.24147812
G04,Loc09,Year2,Loc09_Year2,Blk1,13.58525876
G04,Loc09,Year2,Loc09_Year2,Blk2,13.63966105
G04,Loc09,Year2,Loc09_Year2,Blk3,19.40590471
G04,Loc09,Year3,Loc09_Year3,Blk1,12.36159504
G04,Loc09,Year3,Loc09_Year3,Blk2,11.14401963
G04,Loc09,Year3,Loc09_Year3,Blk3,14.47289903
G04,Loc09,Year4,Loc09_Year4,Blk1,10.46715191
G04,Loc09,Year4,Loc09_Year4,Blk2,12.04190405
G04,Loc09,Year4,Loc09_Year4,Blk3,11.05426568
G04,Loc09,Year5,Loc09_Year5,Blk1,11.50400094
G04,Loc09,Year5,Loc09_Year5,Blk2,16.40703747
G04,Loc09,Year5,Loc09_Year5,Blk3,12.13505727
G05,Loc09,Year1,Loc09_Year1,Blk1,14.49038391
G05,Loc09,Year1,Loc09_Year1,Blk2,11.74433701
G05,Loc09,Year1,Loc09_Year1,Blk3,11.24061254
G05,Loc09,Year2,Loc09_Year2,Blk1,13.37716167
G05,Loc09,Year2,Loc09_Year2,Blk2,14.81914193
G05,Loc09,Year2,Loc09_Year2,Blk3,14.66134893
G05,Loc09,Year3,Loc09_Year3,Blk1,10.5354324
G05,Loc09,Year3,Loc09_Year3,Blk2,10.89712228
G05,Loc09,Year3,Loc09_Year3,Blk3,15.35258393
G05,Loc09,Year4,Loc09_Year4,Blk1,9.864723577
G05,Loc09,Year4,Loc09_Year4,Blk2,9.667215169
G05,Loc09,Year4,Loc09_Year4,Blk3,14.4707864
G05,Loc09,Year5,Loc09_Year5,Blk1,12.2068749
G05,Loc09,Year5,Loc09_Year5,Blk2,13.27442466
G05,Loc09,Year5,Loc09_Year5,Blk3,13.22305748
G06,Loc09,Year1,Loc09_Year1,Blk1,12.93217584
G06,Loc09,Year1,Loc09_Year1,Blk2,10.78108097
G06,Loc09,Year1,Loc09_Year1,Blk3,12.95907335
G06,Loc09,Year2,Loc09_Year2,Blk1,15.91880982
G06,Loc09,Year2,Loc09_Year2,Blk2,13.3215291
G06,Loc09,Year2,Loc09_Year2,Blk3,14.42740056
G06,Loc09,Year3,Loc09_Year3,Blk1,12.85728388
G06,Loc09,Year3,Loc09_Year3,Blk2,12.17978945
G06,Loc09,Year3,Loc09_Year3,Blk3,15.88660873
G06,Loc09,Year4,Loc09_Year4,Blk1,12.37252527
G06,Loc09,Year4,Loc09_Year4,Blk2,13.59845943
G06,Loc09,Year4,Loc09_Year4,Blk3,14.45094348
G06,Loc09,Year5,Loc09_Year5,Blk1,13.36443633
G06,Loc09,Year5,Loc09_Year5,Blk2,12.96019348
G06,Loc09,Year5,Loc09_Year5,Blk3,8.920338938
G07,Loc09,Year1,Loc09_Year1,Blk1,8.018919011
G07,Loc09,Year1,Loc09_Year1,Blk2,10.89270698
G07,Loc09,Year1,Loc09_Year1,Blk3,10.71609937
G07,Loc09,Year2,Loc09_Year2,Blk1,13.50855082
G07,Loc09,Year2,Loc09_Year2,Blk2,17.46402331
G07,Loc09,Year2,Loc09_Year2,Blk3,16.72445002
G07,Loc09,Year3,Loc09_Year3,Blk1,10.42771949
G07,Loc09,Year3,Loc09_Year3,Blk2,13.04579469
G07,Loc09,Year3,Loc09_Year3,Blk3,8.76613454
G07,Loc09,Year4,Loc09_Year4,Blk1,7.964264928
G07,Loc09,Year4,Loc09_Year4,Blk2,11.18685623
G07,Loc09,Year4,Loc09_Year4,Blk3,8.404109558
G07,Loc09,Year5,Loc09_Year5,Blk1,15.21970703
G07,Loc09,Year5,Loc09_Year5,Blk2,13.63562104
G07,Loc09,Year5,Loc09_Year5,Blk3,14.14861472
G08,Loc09,Year1,Loc09_Year1,Blk1,12.50581928
G08,Loc09,Year1,Loc09_Year1,Blk2,11.24469385
G08,Loc09,Year1,Loc09_Year1,Blk3,13.06883774
G08,Loc09,Year2,Loc09_Year2,Blk1,12.2776924
G08,Loc09,Year2,Loc09_Year2,Blk2,14.39718898
G08,Loc09,Year2,Loc09_Year2,Blk3,15.54830992
G08,Loc09,Year3,Loc09_Year3,Blk1,14.38956888
G08,Loc09,Year3,Loc09_Year3,Blk2,11.54895498
G08,Loc09,Year3,Loc09_Year3,Blk3,12.6374612
G08,Loc09,Year4,Loc09_Year4,Blk1,10.19504149
G08,Loc09,Year4,Loc09_Year4,Blk2,13.6750114
G08,Loc09,Year4,Loc09_Year4,Blk3,11.97183226
G08,Loc09,Year5,Loc09_Year5,Blk1,8.08483356
G08,Loc09,Year5,Loc09_Year5,Blk2,12.72885166
G08,Loc09,Year5,Loc09_Year5,Blk3,17.83483237
G09,Loc09,Year1,Loc09_Year1,Blk1,8.841556034
G09,Loc09,Year1,Loc09_Year1,Blk2,10.52133939
G09,Loc09,Year1,Loc09_Year1,Blk3,9.783110392
G09,Loc09,Year2,Loc09_Year2,Blk1,13.62525041
G09,Loc09,Year2,Loc09_Year2,Blk2,13.8871938
G09,Loc09,Year2,Loc09_Year2,Blk3,15.63281773
G09,Loc09,Year3,Loc09_Year3,Blk1,13.10419102
G09,Loc09,Year3,Loc09_Year3,Blk2,10.85960663
G09,Loc09,Year3,Loc09_Year3,Blk3,14.03473757
G09,Loc09,Year4,Loc09_Year4,Blk1,9.628352071
G09,Loc09,Year4,Loc09_Year4,Blk2,9.688892197
G09,Loc09,Year4,Loc09_Year4,Blk3,12.27215093
G09,Loc09,Year5,Loc09_Year5,Blk1,16.72647655
G09,Loc09,Year5,Loc09_Year5,Blk2,13.42310261
G09,Loc09,Year5,Loc09_Year5,Blk3,17.69159089
G10,Loc09,Year1,Loc09_Year1,Blk1,12.22610166
G10,Loc09,Year1,Loc09_Year1,Blk2,11.84609137
G10,Loc09,Year1,Loc09_Year1,Blk3,12.14795899
G10,Loc09,Year2,Loc09_Year2,Blk1,12.70360101
G10,Loc09,Year2,Loc09_Year2,Blk2,13.63903627
G10,Loc09,Year2,Loc09_Year2,Blk3,15.82493003
G10,Loc09,Year3,Loc09_Year3,Blk1,13.1582354
G10,Loc09,Year3,Loc09_Year3,Blk2,13.5456342
G10,Loc09,Year3,Loc09_Year3,Blk3,10.91572621
G10,Loc09,Year4,Loc09_Year4,Blk1,11.75025573
G10,Loc09,Year4,Loc09_Year4,Blk2,8.816366528
G10,Loc09,Year4,Loc09_Year4,Blk3,9.614026739
G10,Loc09,Year5,Loc09_Year5,Blk1,12.95437614
G10,Loc09,Year5,Loc09_Year5,Blk2,9.784430359
G10,Loc09,Year5,Loc09_Year5,Blk3,11.9030918
G11,Loc09,Year1,Loc09_Year1,Blk1,11.99327487
G11,Loc09,Year1,Loc09_Year1,Blk2,11.19654208
G11,Loc09,Year1,Loc09_Year1,Blk3,14.04136987
G11,Loc09,Year2,Loc09_Year2,Blk1,15.65648418
G11,Loc09,Year2,Loc09_Year2,Blk2,9.922270858
G11,Loc09,Year2,Loc09_Year2,Blk3,11.7224855
G11,Loc09,Year3,Loc09_Year3,Blk1,13.36272585
G11,Loc09,Year3,Loc09_Year3,Blk2,15.63703163
G11,Loc09,Year3,Loc09_Year3,Blk3,12.8238545
G11,Loc09,Year4,Loc09_Year4,Blk1,11.95925791
G11,Loc09,Year4,Loc09_Year4,Blk2,10.43006256
G11,Loc09,Year4,Loc09_Year4,Blk3,8.648551677
G11,Loc09,Year5,Loc09_Year5,Blk1,14.72136986
G11,Loc09,Year5,Loc09_Year5,Blk2,14.44093519
G11,Loc09,Year5,Loc09_Year5,Blk3,14.22931115
G12,Loc09,Year1,Loc09_Year1,Blk1,12.03827763
G12,Loc09,Year1,Loc09_Year1,Blk2,11.42332397
G12,Loc09,Year1,Loc09_Year1,Blk3,7.723847592
G12,Loc09,Year2,Loc09_Year2,Blk1,10.03823289
G12,Loc09,Year2,Loc09_Year2,Blk2,10.662489
G12,Loc09,Year2,Loc09_Year2,Blk3,11.28245389
G12,Loc09,Year3,Loc09_Year3,Blk1,10.07451211
G12,Loc09,Year3,Loc09_Year3,Blk2,14.51879977
G12,Loc09,Year3,Loc09_Year3,Blk3,9.548625923
G12,Loc09,Year4,Loc09_Year4,Blk1,13.83413455
G12,Loc09,Year4,Loc09_Year4,Blk2,9.514397242
G12,Loc09,Year4,Loc09_Year4,Blk3,13.4248312
G12,Loc09,Year5,Loc09_Year5,Blk1,9.720976198
G12,Loc09,Year5,Loc09_Year5,Blk2,10.36366755
G12,Loc09,Year5,Loc09_Year5,Blk3,12.80898198
G13,Loc09,Year1,Loc09_Year1,Blk1,9.978146058
G13,Loc09,Year1,Loc09_Year1,Blk2,11.80363567
G13,Loc09,Year1,Loc09_Year1,Blk3,9.661086946
G13,Loc09,Year2,Loc09_Year2,Blk1,15.44103971
G13,Loc09,Year2,Loc09_Year2,Blk2,10.22695505
G13,Loc09,Year2,Loc09_Year2,Blk3,16.55050065
G13,Loc09,Year3,Loc09_Year3,Blk1,14.07855259
G13,Loc09,Year3,Loc09_Year3,Blk2,13.05248043
G13,Loc09,Year3,Loc09_Year3,Blk3,13.42121023
G13,Loc09,Year4,Loc09_Year4,Blk1,16.23454036
G13,Loc09,Year4,Loc09_Year4,Blk2,13.65709881
G13,Loc09,Year4,Loc09_Year4,Blk3,13.55816985
G13,Loc09,Year5,Loc09_Year5,Blk1,18.33778099
G13,Loc09,Year5,Loc09_Year5,Blk2,12.29906657
G13,Loc09,Year5,Loc09_Year5,Blk3,14.56779726
G14,Loc09,Year1,Loc09_Year1,Blk1,12.73907251
G14,Loc09,Year1,Loc09_Year1,Blk2,11.84772552
G14,Loc09,Year1,Loc09_Year1,Blk3,13.16377615
G14,Loc09,Year2,Loc09_Year2,Blk1,11.02890727
G14,Loc09,Year2,Loc09_Year2,Blk2,14.09070357
G14,Loc09,Year2,Loc09_Year2,Blk3,14.91857963
G14,Loc09,Year3,Loc09_Year3,Blk1,11.91189787
G14,Loc09,Year3,Loc09_Year3,Blk2,14.02277007
G14,Loc09,Year3,Loc09_Year3,Blk3,13.12752278
G14,Loc09,Year4,Loc09_Year4,Blk1,12.63133875
G14,Loc09,Year4,Loc09_Year4,Blk2,13.88321617
G14,Loc09,Year4,Loc09_Year4,Blk3,12.44066521
G14,Loc09,Year5,Loc09_Year5,Blk1,13.9428475
G14,Loc09,Year5,Loc09_Year5,Blk2,16.92929872
G14,Loc09,Year5,Loc09_Year5,Blk3,13.84927017
G15,Loc09,Year1,Loc09_Year1,Blk1,11.85187764
G15,Loc09,Year1,Loc09_Year1,Blk2,9.958727249
G15,Loc09,Year1,Loc09_Year1,Blk3,12.38337506
G15,Loc09,Year2,Loc09_Year2,Blk1,14.47307719
G15,Loc09,Year2,Loc09_Year2,Blk2,11.22900496
G15,Loc09,Year2,Loc09_Year2,Blk3,15.14696587
G15,Loc09,Year3,Loc09_Year3,Blk1,13.6316338
G15,Loc09,Year3,Loc09_Year3,Blk2,11.34420377
G15,Loc09,Year3,Loc09_Year3,Blk3,15.12599633
G15,Loc09,Year4,Loc09_Year4,Blk1,11.15545832
G15,Loc09,Year4,Loc09_Year4,Blk2,9.63285412
G15,Loc09,Year4,Loc09_Year4,Blk3,17.2137599
G15,Loc09,Year5,Loc09_Year5,Blk1,11.7987911
G15,Loc09,Year5,Loc09_Year5,Blk2,16.97938647
G15,Loc09,Year5,Loc09_Year5,Blk3,15.58754304
G16,Loc09,Year1,Loc09_Year1,Blk1,13.51772166
G16,Loc09,Year1,Loc09_Year1,Blk2,11.07314324
G16,Loc09,Year1,Loc09_Year1,Blk3,12.63956299
G16,Loc09,Year2,Loc09_Year2,Blk1,14.67835667
G16,Loc09,Year2,Loc09_Year2,Blk2,13.51614694
G16,Loc09,Year2,Loc09_Year2,Blk3,10.28425705
G16,Loc09,Year3,Loc09_Year3,Blk1,14.96539188
G16,Loc09,Year3,Loc09_Year3,Blk2,13.42873198
G16,Loc09,Year3,Loc09_Year3,Blk3,13.37894384
G16,Loc09,Year4,Loc09_Year4,Blk1,11.16424604
G16,Loc09,Year4,Loc09_Year4,Blk2,9.867714777
G16,Loc09,Year4,Loc09_Year4,Blk3,9.468080357
G16,Loc09,Year5,Loc09_Year5,Blk1,15.92233676
G16,Loc09,Year5,Loc09_Year5,Blk2,12.47216631
G16,Loc09,Year5,Loc09_Year5,Blk3,13.09705186
G17,Loc09,Year1,Loc09_Year1,Blk1,5.61386834
G17,Loc09,Year1,Loc09_Year1,Blk2,15.33024948
G17,Loc09,Year1,Loc09_Year1,Blk3,8.682102877
G17,Loc09,Year2,Loc09_Year2,Blk1,10.92371086
G17,Loc09,Year2,Loc09_Year2,Blk2,12.84302308
G17,Loc09,Year2,Loc09_Year2,Blk3,12.12475305
G17,Loc09,Year3,Loc09_Year3,Blk1,10.2219758
G17,Loc09,Year3,Loc09_Year3,Blk2,12.65319035
G17,Loc09,Year3,Loc09_Year3,Blk3,14.53181934
G17,Loc09,Year4,Loc09_Year4,Blk1,12.36445584
G17,Loc09,Year4,Loc09_Year4,Blk2,6.89518258
G17,Loc09,Year4,Loc09_Year4,Blk3,10.34381067
G17,Loc09,Year5,Loc09_Year5,Blk1,14.5583029
G17,Loc09,Year5,Loc09_Year5,Blk2,12.65795225
G17,Loc09,Year5,Loc09_Year5,Blk3,13.73125874
G18,Loc09,Year1,Loc09_Year1,Blk1,11.97295969
G18,Loc09,Year1,Loc09_Year1,Blk2,13.17002395
G18,Loc09,Year1,Loc09_Year1,Blk3,13.52802666
G18,Loc09,Year2,Loc09_Year2,Blk1,16.28641232
G18,Loc09,Year2,Loc09_Year2,Blk2,11.55699136
G18,Loc09,Year2,Loc09_Year2,Blk3,16.89911846
G18,Loc09,Year3,Loc09_Year3,Blk1,11.3727216
G18,Loc09,Year3,Loc09_Year3,Blk2,11.55914048
G18,Loc09,Year3,Loc09_Year3,Blk3,12.75628408
G18,Loc09,Year4,Loc09_Year4,Blk1,13.57359558
G18,Loc09,Year4,Loc09_Year4,Blk2,12.43600685
G18,Loc09,Year4,Loc09_Year4,Blk3,12.9001161
G18,Loc09,Year5,Loc09_Year5,Blk1,14.37842883
G18,Loc09,Year5,Loc09_Year5,Blk2,15.38865284
G18,Loc09,Year5,Loc09_Year5,Blk3,13.31584866
G19,Loc09,Year1,Loc09_Year1,Blk1,13.01449954
G19,Loc09,Year1,Loc09_Year1,Blk2,8.454792157
G19,Loc09,Year1,Loc09_Year1,Blk3,16.73473773
G19,Loc09,Year2,Loc09_Year2,Blk1,9.085783637
G19,Loc09,Year2,Loc09_Year2,Blk2,12.56916274
G19,Loc09,Year2,Loc09_Year2,Blk3,16.89214284
G19,Loc09,Year3,Loc09_Year3,Blk1,15.08289794
G19,Loc09,Year3,Loc09_Year3,Blk2,12.07241234
G19,Loc09,Year3,Loc09_Year3,Blk3,14.30011967
G19,Loc09,Year4,Loc09_Year4,Blk1,13.19715444
G19,Loc09,Year4,Loc09_Year4,Blk2,12.45780616
G19,Loc09,Year4,Loc09_Year4,Blk3,13.97921924
G19,Loc09,Year5,Loc09_Year5,Blk1,14.02053474
G19,Loc09,Year5,Loc09_Year5,Blk2,13.02675947
G19,Loc09,Year5,Loc09_Year5,Blk3,14.343278
G20,Loc09,Year1,Loc09_Year1,Blk1,14.04789802
G20,Loc09,Year1,Loc09_Year1,Blk2,17.18165485
G20,Loc09,Year1,Loc09_Year1,Blk3,12.48258471
G20,Loc09,Year2,Loc09_Year2,Blk1,13.93655494
G20,Loc09,Year2,Loc09_Year2,Blk2,10.69394646
G20,Loc09,Year2,Loc09_Year2,Blk3,16.14583957
G20,Loc09,Year3,Loc09_Year3,Blk1,13.96272268
G20,Loc09,Year3,Loc09_Year3,Blk2,13.92730374
G20,Loc09,Year3,Loc09_Year3,Blk3,15.65279851
G20,Loc09,Year4,Loc09_Year4,Blk1,13.72541215
G20,Loc09,Year4,Loc09_Year4,Blk2,9.990401828
G20,Loc09,Year4,Loc09_Year4,Blk3,12.06951174
G20,Loc09,Year5,Loc09_Year5,Blk1,14.13923878
G20,Loc09,Year5,Loc09_Year5,Blk2,9.85893399
G20,Loc09,Year5,Loc09_Year5,Blk3,13.84168791
G21,Loc09,Year1,Loc09_Year1,Blk1,12.86040414
G21,Loc09,Year1,Loc09_Year1,Blk2,12.85757568
G21,Loc09,Year1,Loc09_Year1,Blk3,13.77686609
G21,Loc09,Year2,Loc09_Year2,Blk1,9.426728377
G21,Loc09,Year2,Loc09_Year2,Blk2,10.44374786
G21,Loc09,Year2,Loc09_Year2,Blk3,9.15805333
G21,Loc09,Year3,Loc09_Year3,Blk1,15.0842671
G21,Loc09,Year3,Loc09_Year3,Blk2,12.45399976
G21,Loc09,Year3,Loc09_Year3,Blk3,15.49497458
G21,Loc09,Year4,Loc09_Year4,Blk1,13.16886639
G21,Loc09,Year4,Loc09_Year4,Blk2,10.82932931
G21,Loc09,Year4,Loc09_Year4,Blk3,9.33005088
G21,Loc09,Year5,Loc09_Year5,Blk1,14.96848316
G21,Loc09,Year5,Loc09_Year5,Blk2,12.40995083
G21,Loc09,Year5,Loc09_Year5,Blk3,10.77852723
G22,Loc09,Year1,Loc09_Year1,Blk1,13.67313316
G22,Loc09,Year1,Loc09_Year1,Blk2,13.75647495
G22,Loc09,Year1,Loc09_Year1,Blk3,10.27642706
G22,Loc09,Year2,Loc09_Year2,Blk1,11.61376633
G22,Loc09,Year2,Loc09_Year2,Blk2,14.38043152
G22,Loc09,Year2,Loc09_Year2,Blk3,12.12325248
G22,Loc09,Year3,Loc09_Year3,Blk1,14.01741485
G22,Loc09,Year3,Loc09_Year3,Blk2,12.9879297
G22,Loc09,Year3,Loc09_Year3,Blk3,13.77621418
G22,Loc09,Year4,Loc09_Year4,Blk1,15.40540868
G22,Loc09,Year4,Loc09_Year4,Blk2,9.573375154
G22,Loc09,Year4,Loc09_Year4,Blk3,10.74786017
G22,Loc09,Year5,Loc09_Year5,Blk1,11.5241068
G22,Loc09,Year5,Loc09_Year5,Blk2,15.50837707
G22,Loc09,Year5,Loc09_Year5,Blk3,14.44359898
G23,Loc09,Year1,Loc09_Year1,Blk1,12.26601671
G23,Loc09,Year1,Loc09_Year1,Blk2,10.31113427
G23,Loc09,Year1,Loc09_Year1,Blk3,18.13082304
G23,Loc09,Year2,Loc09_Year2,Blk1,10.43178572
G23,Loc09,Year2,Loc09_Year2,Blk2,11.00876637
G23,Loc09,Year2,Loc09_Year2,Blk3,13.09636903
G23,Loc09,Year3,Loc09_Year3,Blk1,16.71617569
G23,Loc09,Year3,Loc09_Year3,Blk2,14.06044239
G23,Loc09,Year3,Loc09_Year3,Blk3,16.01340432
G23,Loc09,Year4,Loc09_Year4,Blk1,12.91150018
G23,Loc09,Year4,Loc09_Year4,Blk2,11.81555749
G23,Loc09,Year4,Loc09_Year4,Blk3,8.786014782
G23,Loc09,Year5,Loc09_Year5,Blk1,14.81100249
G23,Loc09,Year5,Loc09_Year5,Blk2,14.21507217
G23,Loc09,Year5,Loc09_Year5,Blk3,14.67701836
G24,Loc09,Year1,Loc09_Year1,Blk1,12.82914073
G24,Loc09,Year1,Loc09_Year1,Blk2,10.97113831
G24,Loc09,Year1,Loc09_Year1,Blk3,12.02046061
G24,Loc09,Year2,Loc09_Year2,Blk1,10.18071566
G24,Loc09,Year2,Loc09_Year2,Blk2,10.91132613
G24,Loc09,Year2,Loc09_Year2,Blk3,10.84347932
G24,Loc09,Year3,Loc09_Year3,Blk1,14.87134263
G24,Loc09,Year3,Loc09_Year3,Blk2,15.52657906
